participant_code,device,session_start,trial_index,is_practice,condition,correct_response,prime,target,response,correct,rt_ms,focus_lost
32RPAW,touch,2026-09-03T20:34:20.092Z,24,false,unassociated,yes,mother,chair,yes,true,1042,false
32RPAW,touch,2026-09-03T20:34:20.092Z,25,false,nonword,no,basket,threed,no,true,918,false
32RPAW,touch,2026-09-03T20:34:20.092Z,26,false,nonword,no,pelper,planet,no,true,814,false
32RPAW,touch,2026-09-03T20:34:20.092Z,27,false,associated,yes,thunder,lightning,yes,true,634,false
32RPAW,touch,2026-09-03T20:34:20.092Z,28,false,associated,yes,cat,dog,yes,true,607,false
32RPAW,touch,2026-09-03T20:34:20.092Z,29,false,unassociated,yes,salt,night,yes,true,724,false
32RPAW,touch,2026-09-03T20:34:20.092Z,30,false,associated,yes,hammer,nail,yes,true,639,false
32RPAW,touch,2026-09-03T20:34:20.092Z,31,false,nonword,no,fonk,cald,no,true,969,false
32RPAW,touch,2026-09-03T20:34:20.092Z,32,false,nonword,no,ladder,vosk,no,true,1195,false
32RPAW,touch,2026-09-03T20:34:20.092Z,33,false,nonword,no,mether,saucel,no,true,1147,false
32RPAW,touch,2026-09-03T20:34:20.092Z,34,false,unassociated,yes,cup,pepper,yes,true,1356,false
32RPAW,touch,2026-09-03T20:34:20.092Z,35,false,nonword,no,plome,darp,yes,false,1136,false
32RPAW,touch,2026-09-03T20:34:20.092Z,36,false,associated,yes,bread,butter,yes,true,673,false
32RPAW,touch,2026-09-03T20:34:20.092Z,37,false,unassociated,yes,lock,nurse,yes,true,881,false
32RPAW,touch,2026-09-03T20:34:20.092Z,38,false,nonword,no,wibe,bottle,no,true,683,false
32RPAW,touch,2026-09-03T20:34:20.092Z,39,false,nonword,no,candle,moin,no,true,817,false
32RPAW,touch,2026-09-03T20:34:20.092Z,40,false,associated,yes,boy,girl,yes,true,783,false
32RPAW,touch,2026-09-03T20:34:20.092Z,41,false,nonword,no,narse,chaif,no,true,1075,false
32RPAW,touch,2026-09-03T20:34:20.092Z,42,false,nonword,no,quing,jacket,no,true,1070,false
32RPAW,touch,2026-09-03T20:34:20.092Z,43,false,unassociated,yes,doctor,saucer,yes,true,788,false
32RPAW,touch,2026-09-03T20:34:20.092Z,44,false,nonword,no,dorg,dinner,no,true,786,false
32RPAW,touch,2026-09-03T20:34:20.092Z,45,false,unassociated,yes,hot,fork,no,false,912,false
32RPAW,touch,2026-09-03T20:34:20.092Z,46,false,unassociated,yes,husband,groom,yes,true,898,false
32RPAW,touch,2026-09-03T20:34:20.092Z,47,false,nonword,no,sturn,borl,no,true,683,false
32RPAW,touch,2026-09-03T20:34:20.092Z,48,false,unassociated,yes,day,paper,yes,true,200,false
32RPAW,touch,2026-09-03T20:34:20.092Z,49,false,associated,yes,king,queen,yes,true,599,false
32RPAW,touch,2026-09-03T20:34:20.092Z,50,false,nonword,no,garden,paner,yes,false,977,false
32RPAW,touch,2026-09-03T20:34:20.092Z,51,false,associated,yes,needle,thread,yes,true,1149,false
32RPAW,touch,2026-09-03T20:34:20.092Z,52,false,nonword,no,graib,rocket,,false,,false
32RPAW,touch,2026-09-03T20:34:20.092Z,53,false,nonword,no,blick,carpet,no,true,858,false
32RPAW,touch,2026-09-03T20:34:20.092Z,54,false,nonword,no,kez,thumber,no,true,786,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,1,true,unassociated,yes,apple,door,yes,true,796,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,2,true,unassociated,yes,shirt,river,yes,true,1011,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,3,true,nonword,no,lamp,gorp,no,true,1209,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,4,true,nonword,no,trink,house,no,true,989,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,5,true,associated,yes,north,south,yes,true,865,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,6,true,associated,yes,coffee,tea,yes,true,843,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,7,false,associated,yes,salt,pepper,yes,true,620,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,8,false,nonword,no,fonk,chaif,no,true,803,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,9,false,unassociated,yes,husband,fork,,false,,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,10,false,associated,yes,doctor,nurse,yes,true,782,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,11,false,associated,yes,hammer,nail,yes,true,737,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,12,false,nonword,no,forest,mether,yes,false,951,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,13,false,nonword,no,crade,candle,no,true,816,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,14,false,unassociated,yes,king,butter,yes,true,971,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,15,false,nonword,no,plome,pencil,no,true,1002,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,16,false,unassociated,yes,bride,cold,yes,true,961,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,17,false,unassociated,yes,bread,dog,yes,true,821,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,18,false,nonword,no,scok,hant,no,true,1378,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,19,false,nonword,no,threed,flim,no,true,839,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,20,false,unassociated,yes,cat,sock,yes,true,762,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,21,false,nonword,no,jacket,brend,no,true,970,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,22,false,associated,yes,table,chair,yes,true,741,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,23,false,unassociated,yes,thunder,wife,yes,true,669,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,24,false,nonword,no,dinner,thumber,no,true,1091,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,25,false,nonword,no,window,moin,no,true,1404,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,26,false,associated,yes,boy,girl,yes,true,914,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,27,false,unassociated,yes,black,lightning,no,false,193,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,28,false,unassociated,yes,hot,father,yes,true,996,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,29,false,associated,yes,spider,web,yes,true,796,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,30,false,nonword,no,sturn,graib,yes,false,777,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,31,false,nonword,no,kez,trell,no,true,912,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,32,false,associated,yes,cup,saucer,yes,true,756,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,33,false,associated,yes,hand,foot,yes,true,741,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,34,false,unassociated,yes,shoe,groom,yes,true,1427,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,35,false,nonword,no,darp,paner,no,true,775,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,36,false,nonword,no,nammer,cald,no,true,892,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,37,false,associated,yes,day,night,no,false,127,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,38,false,nonword,no,borl,garden,yes,false,893,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,39,false,nonword,no,ladder,wibe,no,true,1304,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,40,false,nonword,no,pelper,monkey,no,true,937,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,41,false,nonword,no,blick,vosk,yes,false,1340,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,42,false,associated,yes,needle,thread,yes,true,728,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,43,false,nonword,no,dorg,carpet,no,true,825,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,44,false,nonword,no,quing,basket,no,true,954,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,45,false,unassociated,yes,knife,queen,yes,true,753,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,46,false,associated,yes,sun,moon,yes,true,862,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,47,false,unassociated,yes,mother,key,yes,true,840,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,48,false,nonword,no,planet,wab,no,true,962,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,49,false,nonword,no,tunnel,saucel,no,true,840,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,50,false,nonword,no,silver,naight,no,true,874,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,51,false,associated,yes,pen,paper,yes,true,794,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,52,false,nonword,no,groop,market,no,true,1135,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,53,false,unassociated,yes,lock,white,yes,true,823,false
34LZ0A,touch,2026-09-03T20:35:42.133Z,54,false,nonword,no,narse,rocket,no,true,623,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,1,true,associated,yes,coffee,tea,yes,true,609,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,2,true,associated,yes,north,south,yes,true,835,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,3,true,unassociated,yes,apple,door,yes,true,884,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,4,true,nonword,no,trink,house,no,true,904,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,5,true,unassociated,yes,shirt,river,yes,true,1300,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,6,true,nonword,no,lamp,gorp,no,true,1000,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,7,false,unassociated,yes,pen,white,no,false,777,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,8,false,nonword,no,pencil,darp,no,true,840,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,9,false,nonword,no,velvet,borl,no,true,906,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,10,false,unassociated,yes,bread,nail,yes,true,645,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,11,false,nonword,no,bottle,pelper,no,true,722,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,12,false,associated,yes,table,chair,yes,true,473,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,13,false,nonword,no,wibe,carpet,no,true,679,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,14,false,associated,yes,husband,wife,yes,true,458,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,15,false,unassociated,yes,sun,thread,yes,true,832,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,16,false,unassociated,yes,cat,queen,yes,true,588,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,17,false,unassociated,yes,boy,groom,yes,true,934,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,18,false,associated,yes,shoe,sock,yes,true,746,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,19,false,nonword,no,thumber,planet,no,true,747,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,20,false,nonword,no,fonk,cald,no,true,1160,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,21,false,nonword,no,crade,window,yes,false,804,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,22,false,associated,yes,doctor,nurse,yes,true,544,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,23,false,nonword,no,paner,scok,no,true,1100,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,24,false,nonword,no,hant,tunnel,no,true,3000,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,25,false,associated,yes,hot,cold,yes,true,622,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,26,false,associated,yes,knife,fork,yes,true,713,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,27,false,nonword,no,blick,wab,no,true,986,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,28,false,nonword,no,quing,flim,no,true,732,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,29,false,associated,yes,day,night,yes,true,636,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,30,false,associated,yes,lock,key,yes,true,547,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,31,false,nonword,no,graib,garden,no,true,841,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,32,false,nonword,no,ladder,sturn,no,true,873,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,33,false,nonword,no,monkey,brend,no,true,657,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,34,false,nonword,no,threed,market,no,true,778,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,35,false,unassociated,yes,mother,butter,yes,true,872,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,36,false,associated,yes,salt,pepper,yes,true,699,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,37,false,nonword,no,trell,engine,no,true,657,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,38,false,unassociated,yes,bride,girl,yes,true,584,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,39,false,associated,yes,thunder,lightning,yes,true,1082,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,40,false,nonword,no,dinner,moin,no,true,940,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,41,false,nonword,no,naight,yellow,no,true,795,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,42,false,nonword,no,forest,groop,no,true,823,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,43,false,nonword,no,saucel,mether,no,true,945,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,44,false,unassociated,yes,hammer,saucer,no,false,734,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,45,false,nonword,no,wallet,dorg,no,true,900,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,46,false,nonword,no,narse,nammer,no,true,1081,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,47,false,associated,yes,spider,web,yes,true,879,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,48,false,unassociated,yes,cup,paper,yes,true,940,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,49,false,unassociated,yes,needle,moon,yes,true,686,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,50,false,nonword,no,plome,vosk,no,true,813,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,51,false,nonword,no,kez,chaif,no,true,786,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,52,false,unassociated,yes,black,dog,yes,true,731,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,53,false,associated,yes,hand,foot,yes,true,1071,false
4YC9MG,desktop,2026-09-03T20:37:09.016Z,54,false,unassociated,yes,king,father,yes,true,1040,false
5MU249,touch,2026-09-03T20:38:49.366Z,1,true,nonword,no,trink,house,yes,false,1150,false
5MU249,touch,2026-09-03T20:38:49.366Z,2,true,unassociated,yes,apple,door,yes,true,978,false
5MU249,touch,2026-09-03T20:38:49.366Z,3,true,associated,yes,north,south,yes,true,889,false
5MU249,touch,2026-09-03T20:38:49.366Z,4,true,unassociated,yes,shirt,river,yes,true,1053,false
5MU249,touch,2026-09-03T20:38:49.366Z,5,true,nonword,no,lamp,gorp,yes,false,1265,false
5MU249,touch,2026-09-03T20:38:49.366Z,6,true,associated,yes,coffee,tea,yes,true,886,false
5MU249,touch,2026-09-03T20:38:49.366Z,7,false,nonword,no,borl,naight,no,true,1040,false
5MU249,touch,2026-09-03T20:38:49.366Z,8,false,associated,yes,cat,dog,,false,,false
5MU249,touch,2026-09-03T20:38:49.366Z,9,false,nonword,no,plome,quing,no,true,1027,false
5MU249,touch,2026-09-03T20:38:49.366Z,10,false,nonword,no,graib,market,no,true,1292,false
5MU249,touch,2026-09-03T20:38:49.366Z,11,false,nonword,no,threed,crade,no,true,1060,false
5MU249,touch,2026-09-03T20:38:49.366Z,12,false,associated,yes,day,night,yes,true,812,false
5MU249,touch,2026-09-03T20:38:49.366Z,13,false,associated,yes,spider,web,yes,true,863,false
5MU249,touch,2026-09-03T20:38:49.366Z,14,false,unassociated,yes,hot,wife,yes,true,673,false
5MU249,touch,2026-09-03T20:38:49.366Z,15,false,associated,yes,pen,paper,yes,true,1124,false
5MU249,touch,2026-09-03T20:38:49.366Z,16,false,associated,yes,king,queen,yes,true,912,false
5MU249,touch,2026-09-03T20:38:49.366Z,17,false,nonword,no,dorg,forest,no,true,827,false
5MU249,touch,2026-09-03T20:38:49.366Z,18,false,nonword,no,mether,music,no,true,1013,false
5MU249,touch,2026-09-03T20:38:49.366Z,19,false,unassociated,yes,hand,nurse,yes,true,678,false
5MU249,touch,2026-09-03T20:38:49.366Z,20,false,unassociated,yes,bread,lightning,yes,true,1048,false
5MU249,touch,2026-09-03T20:38:49.366Z,21,false,nonword,no,candle,saucel,no,true,170,false
5MU249,touch,2026-09-03T20:38:49.366Z,22,false,associated,yes,table,chair,yes,true,1010,false
5MU249,touch,2026-09-03T20:38:49.366Z,23,false,nonword,no,planet,moin,no,true,815,false
5MU249,touch,2026-09-03T20:38:49.366Z,24,false,nonword,no,silver,trell,no,true,1173,false
5MU249,touch,2026-09-03T20:38:49.366Z,25,false,associated,yes,salt,pepper,yes,true,827,false
5MU249,touch,2026-09-03T20:38:49.366Z,26,false,unassociated,yes,cup,butter,yes,true,1242,false
5MU249,touch,2026-09-03T20:38:49.366Z,27,false,nonword,no,dinner,scok,no,true,899,false
5MU249,touch,2026-09-03T20:38:49.366Z,28,false,nonword,no,window,wibe,no,true,781,false
5MU249,touch,2026-09-03T20:38:49.366Z,29,false,unassociated,yes,black,father,yes,true,897,false
5MU249,touch,2026-09-03T20:38:49.366Z,30,false,unassociated,yes,thunder,cold,yes,true,725,false
5MU249,touch,2026-09-03T20:38:49.366Z,31,false,nonword,no,narse,groop,no,true,788,false
5MU249,touch,2026-09-03T20:38:49.366Z,32,false,associated,yes,sun,moon,no,false,769,false
5MU249,touch,2026-09-03T20:38:49.366Z,33,false,nonword,no,kez,cald,no,true,1006,false
5MU249,touch,2026-09-03T20:38:49.366Z,34,false,nonword,no,darp,rocket,no,true,756,false
5MU249,touch,2026-09-03T20:38:49.366Z,35,false,nonword,no,pelper,monkey,no,true,967,false
5MU249,touch,2026-09-03T20:38:49.366Z,36,false,nonword,no,paner,pillow,yes,false,1140,false
5MU249,touch,2026-09-03T20:38:49.366Z,37,false,associated,yes,knife,fork,yes,true,657,false
5MU249,touch,2026-09-03T20:38:49.366Z,38,false,unassociated,yes,shoe,saucer,yes,true,702,false
5MU249,touch,2026-09-03T20:38:49.366Z,39,false,associated,yes,bride,groom,yes,true,997,false
5MU249,touch,2026-09-03T20:38:49.366Z,40,false,unassociated,yes,mother,white,no,false,945,false
5MU249,touch,2026-09-03T20:38:49.366Z,41,false,nonword,no,nammer,wallet,no,true,980,false
5MU249,touch,2026-09-03T20:38:49.366Z,42,false,unassociated,yes,needle,sock,yes,true,1531,false
5MU249,touch,2026-09-03T20:38:49.366Z,43,false,nonword,no,vosk,hant,no,true,886,false
5MU249,touch,2026-09-03T20:38:49.366Z,44,false,nonword,no,letter,flim,no,true,1056,false
5MU249,touch,2026-09-03T20:38:49.366Z,45,false,associated,yes,lock,key,yes,true,1128,false
5MU249,touch,2026-09-03T20:38:49.366Z,46,false,nonword,no,basket,fonk,no,true,1154,false
5MU249,touch,2026-09-03T20:38:49.366Z,47,false,nonword,no,blick,sturn,no,true,928,false
5MU249,touch,2026-09-03T20:38:49.366Z,48,false,nonword,no,yellow,thumber,no,true,1071,false
5MU249,touch,2026-09-03T20:38:49.366Z,49,false,unassociated,yes,doctor,foot,yes,true,651,false
5MU249,touch,2026-09-03T20:38:49.366Z,50,false,unassociated,yes,husband,nail,yes,true,936,false
5MU249,touch,2026-09-03T20:38:49.366Z,51,false,associated,yes,boy,girl,yes,true,680,false
5MU249,touch,2026-09-03T20:38:49.366Z,52,false,unassociated,yes,hammer,thread,yes,true,905,false
5MU249,touch,2026-09-03T20:38:49.366Z,53,false,nonword,no,chaif,pencil,no,true,3778,false
5MU249,touch,2026-09-03T20:38:49.366Z,54,false,nonword,no,brend,wab,no,true,971,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,1,true,associated,yes,coffee,tea,yes,true,1006,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,2,true,nonword,no,trink,house,yes,false,750,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,3,true,associated,yes,north,south,yes,true,1136,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,4,true,unassociated,yes,shirt,river,yes,true,1049,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,5,true,nonword,no,lamp,gorp,no,true,1228,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,6,true,unassociated,yes,apple,door,yes,true,995,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,7,false,unassociated,yes,bread,key,yes,true,856,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,8,false,nonword,no,borl,flim,yes,false,1164,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,9,false,nonword,no,thumber,narse,no,true,783,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,10,false,nonword,no,paner,scok,no,true,4398,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,11,false,nonword,no,darp,brend,no,true,1017,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,12,false,nonword,no,carpet,chaif,no,true,869,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,13,false,associated,yes,hand,foot,yes,true,1013,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,14,false,associated,yes,bride,groom,yes,true,737,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,15,false,unassociated,yes,salt,white,yes,true,909,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,16,false,associated,yes,knife,fork,yes,true,663,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,17,false,nonword,no,tunnel,dorg,no,true,918,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,18,false,associated,yes,day,night,yes,true,817,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,19,false,nonword,no,nammer,crade,no,true,1025,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,20,false,nonword,no,wibe,garden,no,true,872,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,21,false,unassociated,yes,sun,saucer,yes,true,914,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,22,false,associated,yes,thunder,lightning,yes,true,827,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,23,false,associated,yes,husband,wife,yes,true,929,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,24,false,nonword,no,forest,moin,no,true,959,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,25,false,associated,yes,hot,cold,yes,true,743,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,26,false,nonword,no,saucel,wallet,no,true,898,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,27,false,nonword,no,velvet,groop,no,true,1283,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,28,false,nonword,no,pelper,kez,no,true,1167,false
64WSBX,desktop,2026-09-03T20:39:03.324Z,29,false,associated,yes,spider,web,yes,true,800,false
