participant_code,device,session_start,trial_index,is_practice,condition,correct_response,prime,target,response,correct,rt_ms,focus_lost
4IO9RU,desktop,2026-09-01T20:36:10.337Z,15,false,associated,yes,lock,key,yes,true,555,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,16,false,nonword,no,flim,forest,no,true,735,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,17,false,associated,yes,cat,dog,yes,true,886,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,18,false,nonword,no,dinner,fonk,no,true,756,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,19,false,nonword,no,sturn,bottle,no,true,908,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,20,false,nonword,no,hant,wallet,no,true,670,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,21,false,associated,yes,shoe,sock,yes,true,866,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,22,false,associated,yes,salt,pepper,yes,true,616,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,23,false,nonword,no,thumber,plome,no,true,716,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,24,false,nonword,no,graib,pelper,no,true,779,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,25,false,unassociated,yes,day,nail,yes,true,896,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,26,false,nonword,no,silver,crade,no,true,958,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,27,false,nonword,no,mether,planet,no,true,819,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,28,false,unassociated,yes,hot,web,no,false,917,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,29,false,unassociated,yes,king,father,yes,true,645,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,30,false,unassociated,yes,table,nurse,yes,true,738,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,31,false,unassociated,yes,cup,thread,yes,true,592,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,32,false,nonword,no,scok,borl,no,true,808,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,33,false,unassociated,yes,doctor,moon,yes,true,969,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,34,false,nonword,no,dorg,monkey,no,true,834,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,35,false,associated,yes,hand,foot,yes,true,655,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,36,false,nonword,no,saucel,brend,no,true,988,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,37,false,nonword,no,kez,wibe,,false,,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,38,false,associated,yes,bride,groom,yes,true,761,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,39,false,associated,yes,pen,paper,yes,true,737,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,40,false,associated,yes,knife,fork,yes,true,607,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,41,false,unassociated,yes,husband,night,yes,true,691,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,42,false,unassociated,yes,hammer,saucer,yes,true,721,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,43,false,unassociated,yes,sun,wife,yes,true,3991,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,44,false,unassociated,yes,mother,cold,yes,true,598,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,45,false,nonword,no,moin,nammer,no,true,1024,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,46,false,unassociated,yes,spider,queen,yes,true,630,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,47,false,nonword,no,pillow,quing,no,true,733,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,48,false,nonword,no,vosk,darp,no,true,746,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,49,false,associated,yes,boy,girl,yes,true,752,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,50,false,nonword,no,groop,engine,no,true,786,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,51,false,nonword,no,paner,letter,no,true,863,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,52,false,nonword,no,naight,yellow,no,true,676,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,53,false,associated,yes,bread,butter,yes,true,775,false
4IO9RU,desktop,2026-09-01T20:36:10.337Z,54,false,nonword,no,velvet,trell,no,true,931,false
50XK26,desktop,2026-09-01T20:38:45.595Z,1,true,nonword,no,lamp,gorp,no,true,769,false
50XK26,desktop,2026-09-01T20:38:45.595Z,2,true,unassociated,yes,apple,door,yes,true,1103,false
50XK26,desktop,2026-09-01T20:38:45.595Z,3,true,associated,yes,coffee,tea,yes,true,1402,false
50XK26,desktop,2026-09-01T20:38:45.595Z,4,true,unassociated,yes,shirt,river,yes,true,946,false
50XK26,desktop,2026-09-01T20:38:45.595Z,5,true,associated,yes,north,south,yes,true,964,false
50XK26,desktop,2026-09-01T20:38:45.595Z,6,true,nonword,no,trink,house,no,true,899,false
50XK26,desktop,2026-09-01T20:38:45.595Z,7,false,unassociated,yes,boy,butter,yes,true,875,false
50XK26,desktop,2026-09-01T20:38:45.595Z,8,false,nonword,no,wab,velvet,no,true,787,false
50XK26,desktop,2026-09-01T20:38:45.595Z,9,false,nonword,no,threed,market,no,true,778,false
50XK26,desktop,2026-09-01T20:38:45.595Z,10,false,nonword,no,monkey,flim,no,true,1213,false
50XK26,desktop,2026-09-01T20:38:45.595Z,11,false,nonword,no,window,crade,no,true,810,false
50XK26,desktop,2026-09-01T20:38:45.595Z,12,false,associated,yes,needle,thread,yes,true,1199,false
50XK26,desktop,2026-09-01T20:38:45.595Z,13,false,nonword,no,thumber,vosk,no,true,793,false
50XK26,desktop,2026-09-01T20:38:45.595Z,14,false,unassociated,yes,doctor,foot,yes,true,743,false
50XK26,desktop,2026-09-01T20:38:45.595Z,15,false,nonword,no,candle,trell,no,true,1110,false
50XK26,desktop,2026-09-01T20:38:45.595Z,16,false,associated,yes,table,chair,yes,true,679,false
50XK26,desktop,2026-09-01T20:38:45.595Z,17,false,associated,yes,mother,father,yes,true,815,false
50XK26,desktop,2026-09-01T20:38:45.595Z,18,false,unassociated,yes,hand,dog,yes,true,654,false
50XK26,desktop,2026-09-01T20:38:45.595Z,19,false,unassociated,yes,husband,pepper,yes,true,705,false
50XK26,desktop,2026-09-01T20:38:45.595Z,20,false,associated,yes,king,queen,yes,true,826,false
50XK26,desktop,2026-09-01T20:38:45.595Z,21,false,nonword,no,groop,engine,no,true,676,false
50XK26,desktop,2026-09-01T20:38:45.595Z,22,false,unassociated,yes,bride,web,yes,true,864,false
50XK26,desktop,2026-09-01T20:38:45.595Z,23,false,nonword,no,darp,rocket,no,true,1031,false
50XK26,desktop,2026-09-01T20:38:45.595Z,24,false,nonword,no,fonk,mether,no,true,1281,false
50XK26,desktop,2026-09-01T20:38:45.595Z,25,false,associated,yes,pen,paper,yes,true,627,false
50XK26,desktop,2026-09-01T20:38:45.595Z,26,false,nonword,no,brend,plome,no,true,762,false
50XK26,desktop,2026-09-01T20:38:45.595Z,27,false,unassociated,yes,salt,night,yes,true,995,false
50XK26,desktop,2026-09-01T20:38:45.595Z,28,false,nonword,no,yellow,quing,no,true,817,false
50XK26,desktop,2026-09-01T20:38:45.595Z,29,false,nonword,no,carpet,kez,no,true,729,false
50XK26,desktop,2026-09-01T20:38:45.595Z,30,false,nonword,no,jacket,wibe,no,true,967,false
50XK26,desktop,2026-09-01T20:38:45.595Z,31,false,nonword,no,nammer,wallet,no,true,800,false
50XK26,desktop,2026-09-01T20:38:45.595Z,32,false,unassociated,yes,bread,groom,yes,true,767,false
50XK26,desktop,2026-09-01T20:38:45.595Z,33,false,nonword,no,scok,music,no,true,967,false
50XK26,desktop,2026-09-01T20:38:45.595Z,34,false,associated,yes,black,white,no,false,684,false
50XK26,desktop,2026-09-01T20:38:45.595Z,35,false,unassociated,yes,cat,girl,yes,true,701,false
50XK26,desktop,2026-09-01T20:38:45.595Z,36,false,unassociated,yes,spider,wife,yes,true,885,false
50XK26,desktop,2026-09-01T20:38:45.595Z,37,false,nonword,no,sturn,planet,no,true,798,false
50XK26,desktop,2026-09-01T20:38:45.595Z,38,false,associated,yes,thunder,lightning,yes,true,615,false
50XK26,desktop,2026-09-01T20:38:45.595Z,39,false,nonword,no,dorg,borl,no,true,784,false
50XK26,desktop,2026-09-01T20:38:45.595Z,40,false,associated,yes,sun,moon,yes,true,735,false
50XK26,desktop,2026-09-01T20:38:45.595Z,41,false,nonword,no,paner,pelper,no,true,893,false
50XK26,desktop,2026-09-01T20:38:45.595Z,42,false,unassociated,yes,cup,nurse,yes,true,988,false
50XK26,desktop,2026-09-01T20:38:45.595Z,43,false,nonword,no,pillow,naight,no,true,930,false
50XK26,desktop,2026-09-01T20:38:45.595Z,44,false,unassociated,yes,day,fork,yes,true,740,false
50XK26,desktop,2026-09-01T20:38:45.595Z,45,false,nonword,no,pencil,cald,no,true,713,false
50XK26,desktop,2026-09-01T20:38:45.595Z,46,false,nonword,no,moin,graib,no,true,711,false
50XK26,desktop,2026-09-01T20:38:45.595Z,47,false,associated,yes,hammer,nail,yes,true,700,false
50XK26,desktop,2026-09-01T20:38:45.595Z,48,false,associated,yes,shoe,sock,yes,true,745,false
50XK26,desktop,2026-09-01T20:38:45.595Z,49,false,nonword,no,saucel,ladder,no,true,873,false
50XK26,desktop,2026-09-01T20:38:45.595Z,50,false,associated,yes,lock,key,yes,true,727,false
